hydro_rum_name,label_abv,hydro_abv,additives_g_l,hydro_source,name,company,country,ratings,score,type,rum_url,img_url,br_score,id,itemId,itemNumber,company_name,name2,price,volume,pricePerLiter,salesStart,packaging,seal,origin,countryOfOrigin,producer,supplier,vintage,alcoholByVolume,assortment,organic,kosher,base,price_per_liter_usd
NA,NA,NA,NA,NA,Ron Miel Honey,Ron Miel,Spain,0,0,Flavored,/brands/11053-ron-miel-honey,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Ron Miel Indias,Ron Miel,Spain,4,5.3,Flavored,/brands/1604-ron-miel-indias,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/1604/small_ron_miel_indias_rum_400px_b.png,4.91317077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Ron Miel Tobacco,Ron Miel,Spain,10,7,Flavored,/brands/1447-ron-miel-tobacco,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/1447/small_Ron_Miel_Tobacco_rum.png,5.823332092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Ron Palido Montero,Ron Palido,Spain,4,6.5,Gold,/brands/822-ron-palido-montero,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/822/small_Ron_Palido_Montero_rum.png,5.228377985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Ron Panama 1914 Edicion Gatun,Ron Panama,Panama,25,6.4,Aged,/brands/5740-ron-panama-1914-edicion-gatun,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5740/small_ron-panama-1914-edicion-gatun.png,5.89648029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Ron Panama 12-Year,Ron Panama,Panama,4,8.8,Aged,/brands/2351-ron-panama-12-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/2351/small_Ron-Panama_12-Year_rum_400px.png,5.832525147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Ron Panama 15-Year,Ron Panama,Panama,11,7,Aged,/brands/2352-ron-panama-15-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/2352/small_Ron-Panama_15-Year_rum_400px.png,5.876268199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Ron Panama 21-Year,Ron Panama,Panama,5,8.6,Aged,/brands/2353-ron-panama-21-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/2353/small_Ron-Panama_21-Year_rum_400px.png,5.953764081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Ron Panama 8-Year,Ron Panama,Panama,3,6.7,Aged,/brands/2350-ron-panama-8-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/2350/small_Ron-Panama_8-Year_rum_400px.png,5.181173997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Ron Perla Del Norte Anejo 7-Year,Unknown,Cuba,10,6.4,Aged,/brands/5166-ron-perla-del-norte-anejo-7-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5166/small_ron-perla-del-norte-anejo-7-year.png,5.540687566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Ron Perla Del Norte Blanca 3-Year,Unknown,Cuba,2,4.5,Aged,/brands/8552-ron-perla-del-norte-blanca-3-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8552/small_ron-perla-blanca-3-years.png,4.733729849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Ron Perla Del Norte Carta Oro 5-Year,Unknown,Cuba,3,5.3,Gold,/brands/8551-ron-perla-del-norte-carta-oro-5-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8551/small_10-000-drops-carta-oro-5-year.png,4.885983033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Ron Plata ClÃ¡sico,Unknown,Nicaragua,3,5.7,Gold,/brands/7977-ron-plata-clasico,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.970323308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Ron Plata Especial,Unknown,Nicaragua,1,3,Gold,/brands/6548-ron-plata-especial,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.63017554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Ron Plata Lite,Unknown,Nicaragua,1,2,Light,/brands/6549-ron-plata-lite,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.548396538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Ron Plata Platinum,Unknown,Nicaragua,1,2,Light,/brands/7978-ron-plata-platinum,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.548396538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Ronrico Clipper Spiced,Ronrico,Caribbean,0,0,Spiced,/brands/10794-ronrico-clipper-spiced,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Ronrico Extra Smooth Caribbean,Ronrico,Caribbean,1,3,Aged,/brands/5903-ronrico-extra-smooth-caribbean,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.63017554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Ronrico Gold Label,Ronrico,Caribbean,8,3.4,Gold,/brands/1251-ronrico-gold-label,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/1251/small_Ronrico_Gold_Label_Rum.png,4.203131877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Ronrico Pineapple Coconut,Ronrico,Caribbean,0,0,Flavored,/brands/11046-ronrico-pineapple-coconut,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Ronrico Silver Label,Ronrico,Caribbean,14,3.2,Light,/brands/1250-ronrico-silver-label,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/1250/small_Ronrico_Silver_Label_Rum.png,3.901135375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Ron Rico AÃ±ejo Claro,Unknown,Costa Rica,1,2,Light,/brands/6535-ron-rico-anejo-claro,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.548396538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Ron Rico AÃ±ejo Oro,Unknown,Costa Rica,1,2,Gold,/brands/6531-ron-rico-anejo-oro,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.548396538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
