hydro_rum_name,label_abv,hydro_abv,additives_g_l,hydro_source,name,company,country,ratings,score,type,rum_url,img_url,br_score,id,itemId,itemNumber,company_name,name2,price,volume,pricePerLiter,salesStart,packaging,seal,origin,countryOfOrigin,producer,supplier,vintage,alcoholByVolume,assortment,organic,kosher,base,price_per_liter_usd
NA,NA,NA,NA,NA,Krafted Small Batch Premium,Unknown,United States,0,0,Gold,/brands/10915-krafted-small-batch-premium,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Krafted Small Batch White,Unknown,United States,0,0,Light,/brands/10814-krafted-small-batch-white,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kraken Black Label,Kraken,Trinidad and Tobago,26,4.8,Spiced,/brands/5203-kraken-black-label,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5203/small_Kraken_Black_Label_rum_400px.png,4.792569406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kraken Black Roast Coffee,Kraken,Trinidad and Tobago,5,2.2,Flavored,/brands/9033-kraken-black-roast-coffee,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/9033/small_kraken-black-roast-coffee.png,3.981873117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kraken Ghost,Kraken,Trinidad and Tobago,7,5.9,Light,/brands/5270-kraken-ghost,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5270/small_Kraken_Ghost_rum_400px.png,5.207249374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kristal Blanc 50,Unknown,Guadeloupe,1,2,Light,/brands/6975-kristal-blanc-50,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.548396538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kr̦ger & Thaler La Suerte XO,Unknown,Dominican Republic,1,9,Aged,/brands/5671-kroger-thaler-la-suerte-xo,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,5.120849552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,K.S XXX,K.S,India,0,0,Gold,/brands/469-k-s-xxx,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/469/small_K.S_XXX_rum_400px.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kudjoe Gold,Unknown,Jamaica,1,7,Gold,/brands/5190-kudjoe-gold,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.957291548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kudjoe Spiced,Unknown,Jamaica,0,0,Spiced,/brands/5189-kudjoe-spiced,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kudjoe While,Unknown,Jamaica,0,0,Light,/brands/5191-kudjoe-while,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kuknat Coconut,Kuknat,Belize,4,7.5,Flavored,/brands/483-kuknat-coconut,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/483/small_Kuknat_Coconut_rum.png,5.491050664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kula Dark,Unknown,United States,3,5,Dark,/brands/8905-kula-dark,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8905/small_kula-dark.png,4.822727827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kula Organic,Unknown,United States,3,4.3,Light,/brands/8907-kula-organic,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8907/small_kula-organic.png,4.675132345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kula Toasted Coconut,Unknown,United States,3,5.7,Flavored,/brands/8906-kula-toasted-coconut,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8906/small_kula-toasted-coconut.png,4.970323308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kuleana Aged Agricole,Unknown,United States,0,0,Aged,/brands/9115-kuleana-aged-agricole,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kuleana Agricole,Unknown,United States,0,0,Agricole,/brands/9116-kuleana-agricole,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kuleana Huihui,Unknown,United States,2,9,Agricole,/brands/8788-kuleana-huihui,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8788/small_kuleana-agricole.png,5.414100809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kuleana Namea,Unknown,United States,1,6,Aged,/brands/8819-kuleana-namea,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8819/small_kuleana-mamea.png,4.875512546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kuna Aged,Unknown,Panama,8,7.3,Aged,/brands/7315-kuna-aged,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/7315/small_kuna-aged.png,5.825758969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kuna Davidoff Of Geneva Cigar Cask Finish,Unknown,Panama,4,8.5,Aged,/brands/8011-kuna-davidoff-of-geneva-cigar-cask-finish,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8011/small_kuna-davidoff-of-geneva-cigar-cask-finish.png,5.753723343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kuya Fusion,Unknown,Mexico,1,2,Spiced,/brands/7163-kuya-fusion,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.548396538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kweyol Spiced,Kweyol,Saint Lucia,8,6.4,Spiced,/brands/484-kweyol-spiced,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/484/small_Kweyol_Spiced_rum.png,5.451306564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kyle's Club Batch 001,Unknown,Germany,6,2.3,Aged,/brands/5361-kyle-s-club-batch-001,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5361/small_kyle-s-club-batch-001.png,3.913271551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kyle's Club 12-Year,Unknown,Germany,2,5,Aged,/brands/8149-kyle-s-club-12-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8149/small_kyle-s-club-12-year.png,4.809326622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,L'Abbaye D'Aiguebelle Rhum,Unknown,France,1,2,Gold,/brands/8098-l-abbaye-d-aiguebelle-rhum,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.548396538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,La Bella Cabresse Rhum Agricole,La Bella Cabresse,Guyana,10,7.6,Agricole,/brands/486-la-bella-cabresse-rhum-agricole,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/486/small_La_Bella_Cabresse_Rhum_Agricole_rum.png,6.105976619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Labourdonnais Am̩lia 2-Year,Labourdonnais,Mauritius,1,7,Agricole,/brands/9423-labourdonnais-amelia-2-year,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.957291548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Labourdonnais Classic Gold,Labourdonnais,Mauritius,5,5.4,Gold,/brands/4006-labourdonnais-classic-gold,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/4006/small_Labourdonnais_Classic_Gold_rum_400px.png,4.967818599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Labourdonnais Coffee Vanilla,Labourdonnais,Mauritius,1,3,Flavored,/brands/8478-labourdonnais-coffee-vanilla,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8478/small_labourdonnais-coffee-vanilla.png,4.63017554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Labourdonnais Ginger,Labourdonnais,Mauritius,1,4,Flavored,/brands/8476-labourdonnais-ginger,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8476/small_labourdonnais-ginger.png,4.711954542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Labourdonnais Lemongrass,Labourdonnais,Mauritius,1,4,Flavored,/brands/8477-labourdonnais-lemongrass,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8477/small_labourdonnais-lemongrass.png,4.711954542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Labourdonnais Orange Coffee,Labourdonnais,Mauritius,1,3,Flavored,/brands/8475-labourdonnais-orange-coffee,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8475/small_labourdonnais-orange-coffee.png,4.63017554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Labourdonnais Orange Fusion,Labourdonnais,Mauritius,2,4.5,Aged,/brands/4008-labourdonnais-orange-fusion,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/4008/small_Labourdonnais_Orange_Fusion_rum_400px.png,4.733729849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Labourdonnais Original,Labourdonnais,Mauritius,2,5,Light,/brands/7011-labourdonnais-original,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/7011/small_labourdonnais-original.png,4.809326622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Labourdonnais Premium White,Labourdonnais,Mauritius,3,2.3,Light,/brands/4165-labourdonnais-premium-white,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/4165/small_Labourdonnais_Premium_White_rum_400px.png,4.253430968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Labourdonnais Spiced Gold,Labourdonnais,Mauritius,1,4,Gold,/brands/6040-labourdonnais-spiced-gold,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/6040/small_labourdonnais-spiced-gold.png,4.711954542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Labourdonnais Vanilla Fusion,Labourdonnais,Mauritius,1,4,Aged,/brands/4007-labourdonnais-vanilla-fusion,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/4007/small_Labourdonnais_Vanilla_Fusion_rum_400px.png,4.711954542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Labourdonnais XO,Labourdonnais,Mauritius,2,7.5,Aged,/brands/7010-labourdonnais-xo,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/7010/small_labourdonnais-xo.png,5.187310489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,La Buse Vanille,La Buse,Reunion,0,0,Flavored,/brands/5089-la-buse-vanille,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5089/small_La_Buse_Vanille_rum_400px.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,La Cana Grande Gold,Unknown,Barbados,6,2.3,Gold,/brands/5241-la-cana-grande-gold,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5241/small_la-cana-grande-gold.png,3.913271551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,La Casa del Rum Barbados Overproof,Unknown,Italy,0,0,Aged,/brands/6457-la-casa-del-rum-barbados-overproof,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,La Casa del Rum Don Diego Ron Spicy,Unknown,Italy,0,0,Flavored,/brands/6459-la-casa-del-rum-don-diego-ron-spicy,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,La Casa del Rum Guatemala Nicaragua Trinidad Fine Blended,Unknown,Italy,0,0,Aged,/brands/6460-la-casa-del-rum-guatemala-nicaragua-trinidad-fine-blended,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,La Casa del Rum Jamaica Barbados Trinidad Fine Blended,Unknown,Italy,0,0,Aged,/brands/6458-la-casa-del-rum-jamaica-barbados-trinidad-fine-blended,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,La Confr̩rie 2000 Barbados,Unknown,Barbados,0,0,Aged,/brands/1779-la-confrerie-2000-barbados,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/1779/small_la_confr_rie_barbados_2000_rum_400px_b.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,La Cuv̩e du Pirate Comme,Unknown,Guadeloupe,1,3,Gold,/brands/6954-la-cuvee-du-pirate-comme,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.63017554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Lady Anne Toasted Hazelnut and Coffee,Unknown,United States,0,0,Flavored,/brands/9313-lady-anne-toasted-hazelnut-and-coffee,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Lady Anne White,Unknown,United States,0,0,Light,/brands/9311-lady-anne-white,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Lady Bligh Cherry Spiced,Lady Bligh,United States,0,0,Spiced,/brands/2071-lady-bligh-cherry-spiced,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/2071/small_Lady-Bligh_Cherry-Spiced_rum_200px.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Lady Bligh Coconut,Lady Bligh,United States,0,0,Flavored,/brands/2072-lady-bligh-coconut,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/2072/small_Lady-Bligh_Coconut_rum_400px.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Lady Bligh Spiced,Lady Bligh,United States,9,5.4,Spiced,/brands/2070-lady-bligh-spiced,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/2070/small_Lady-Bligh_Spiced_rum_400px.png,5.053280284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,La Favorite 2017 Bel Air,La Favorite,Martinique,1,8,Light,/brands/6024-la-favorite-2017-bel-air,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,5.03907055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,La Favorite 2016 Blanc Bel Air,La Favorite,Martinique,4,7.8,Agricole,/brands/4299-la-favorite-2016-blanc-bel-air,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/4299/small_la-favorite-2016-blanc-bel-air.png,5.569852468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,La Favorite Coeur,La Favorite,Martinique,6,5.8,Aged,/brands/3936-la-favorite-coeur,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/3936/small_la-favorite-coeur.png,5.132211948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,La Favorite Coeur d'Ambre,La Favorite,Martinique,4,7,Agricole,/brands/3542-la-favorite-coeur-d-ambre,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/3542/small_La_Favorite_Coeur_d_Ambre_rum_400px.png,5.359714324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,La Favorite Coeur de Canne Blanc 40,La Favorite,Martinique,1,3,Agricole,/brands/6917-la-favorite-coeur-de-canne-blanc-40,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.63017554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,La Favorite Coeur de Canne Blanc 50,La Favorite,Martinique,2,6,Light,/brands/6841-la-favorite-coeur-de-canne-blanc-50,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/6841/small_la-favorite-coeur-de-canne-blanc-50.png,4.960520169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,La Favorite Coeur de Canne Blanc 55,La Favorite,Martinique,1,2,Agricole,/brands/6918-la-favorite-coeur-de-canne-blanc-55,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.548396538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,La Favorite 1995 Cuv̩e La Confr̩rie,La Favorite,Martinique,2,8.5,Aged,/brands/5154-la-favorite-1995-cuvee-la-confrerie,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5154/small_la-favorite-1995-cuvee-la-confrerie.png,5.338504035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,La Favorite Cuvee Privilege 30-Year,La Favorite,Martinique,6,9,Aged,/brands/2299-la-favorite-cuvee-privilege-30-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/2299/small_La_Favorite_Cuvee_Privilege_30-Year_rum_400px.png,6.246671739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,La Favorite 1999 Cuv̩e Privil̬ge,La Favorite,Martinique,3,8.3,Aged,/brands/5201-la-favorite-1999-cuvee-privilege,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5201/small_la-favorite-1999-cuvee-privilege.png,5.518535098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,La Favorite Cuv̩e Privil̬ge Pour Lulu,La Favorite,Martinique,1,8,Aged,/brands/11581-la-favorite-cuvee-privilege-pour-lulu,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/11581/small_la-favorite-cuvee-privilege-pour-lulu.png,5.03907055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,La Favorite 2008 Fut Unique,La Favorite,Martinique,1,8,Agricole,/brands/5890-la-favorite-2008-fut-unique,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5890/small_la-favorite-millesime-2008-fut-unique-rhum.png,5.03907055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,La Favorite Habitation,La Favorite,Martinique,7,6.3,Agricole,/brands/488-la-favorite-habitation,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/488/small_La_Favorite_Rhum_Vieux_rum.png,5.36085855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,La Favorite 1996 La Confrerie,La Favorite,Martinique,2,9.5,Aged,/brands/3828-la-favorite-1996-la-confrerie,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/3828/small_La_Favorite_La_Confrerie_1996_rum_400px.png,5.489697582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
